,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
0,06037,smoothed_adj_outpatient_cli,2020-02-01,2021-01-02,336,0.00645,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-02,2021-01-02,335,0.006424,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-03,2021-01-02,334,0.006976,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-04,2021-01-02,333,0.006002,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-05,2021-01-02,332,0.004359,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-06,2021-01-02,331,0.004154,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-07,2021-01-02,330,0.00408,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-08,2021-01-02,329,0.004003,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-09,2021-01-02,328,0.004303,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-10,2021-01-02,327,0.004326,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-11,2021-01-02,326,0.008645,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-12,2021-01-02,325,0.006784,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-13,2021-01-02,324,0.005231,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-14,2021-01-02,323,0.005036,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-15,2021-01-02,322,0.00488,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-16,2021-01-02,321,0.005143,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-17,2021-01-02,320,0.005136,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-18,2021-01-02,319,0.005048,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-19,2021-01-02,318,0.003645,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-20,2021-01-02,317,0.003725,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-21,2021-01-02,316,0.003868,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-22,2021-01-02,315,0.003957,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-23,2021-01-02,314,0.004387,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-24,2021-01-02,313,0.0052,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-25,2021-01-02,312,0.004931,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-26,2021-01-02,311,0.004846,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-27,2021-01-02,310,0.004798,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-28,2021-01-02,309,0.00381,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-02-29,2021-01-02,308,0.003866,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-03-01,2021-01-02,307,0.004171,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-03-02,2021-01-02,306,0.004781,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-03-03,2021-01-02,305,0.004649,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-03-04,2021-01-02,304,0.008791,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-03-05,2021-01-02,303,0.00704,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-03-06,2021-01-02,302,0.006626,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-03-07,2021-01-02,301,0.00619,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-03-08,2021-01-02,300,0.010208,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-03-09,2021-01-02,299,0.024306,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-03-10,2021-01-02,298,0.025352,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-03-11,2021-01-02,297,0.035245,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-03-12,2021-01-02,296,0.061975,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-03-13,2021-01-02,295,0.093347,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-03-14,2021-01-02,294,0.107593,,,county,chng
0,06037,smoothed_adj_outpatient_cli,2020-03-15,2021-01-02,293,0.140079,,,county,chng
